label,ï»¿publisher,publisherarea,publishertype,year,rawtitle,usedtitle,title_tokens,cluster
617,kompas,national,media,2022,Jenis Kukang yang Salah Satunya Disebut Primata Berbisa di Dunia  ,jenis kukang salah primata dunia,"['jenis', 'kukang', 'salah', 'primata', 'dunia']",7
618,langgam,local,media,2022,BKSDA Sumbar Lepasliarkan Seekor Kukang yang Ditemukan di Pinggir Jalan,bksda sumbar lepasliar ekor kukang temu pinggir jalan,"['bksda', 'sumbar', 'lepasliar', 'ekor', 'kukang', 'temu', 'pinggir', 'jalan']",0
619,timlo,national,media,2022,empat kukang bangka dilepas ke alam bebas,kukang bangka lepas alam bebas,"['kukang', 'bangka', 'lepas', 'alam', 'bebas']",6
620,askara,national,media,2022,Hopeland Camp   Lokasi Kamping Favorit Melihat Elang Jawa di Gunung Salak  ,hopeland camp lokasi kamping favorit elang jawa gunung salak,"['hopeland', 'camp', 'lokasi', 'kamping', 'favorit', 'elang', 'jawa', 'gunung', 'salak']",5
621,detik,national,media,2022,   Alasan Gunung Sanggabuana Harus Jadi Taman Nasional,alas gunung sanggabuana taman nasional,"['alas', 'gunung', 'sanggabuana', 'taman', 'nasional']",1
622,republika,national,media,2022,     Ekor Kukang Jawa Telah Dilepasliarkan di Gunung Ciremai ,ekor kukang jawa lepasliar gunung ciremai,"['ekor', 'kukang', 'jawa', 'lepasliar', 'gunung', 'ciremai']",5
623,liputan6,national,media,2022,Banyak yang Tak Tahu   Ini    Hewan di Indonesia yang Suka Begadang ,hewan indonesia suka begadang,"['hewan', 'indonesia', 'suka', 'begadang']",1
624,mistar,national,media,2022,BKSDA Sumut Lepasliarkan Kukang   Kucing Emas dan Kucing Kuwuk ke TWA Sicike,bksda sumut lepasliar kukang kucing emas kucing kuwuk twa sicike,"['bksda', 'sumut', 'lepasliar', 'kukang', 'kucing', 'emas', 'kucing', 'kuwuk', 'twa', 'sicike']",1
625,kompas,national,media,2022,Hewan hewan Paling Lambat di Dunia   Apa Saja?,hewan hewan lambat dunia,"['hewan', 'hewan', 'lambat', 'dunia']",1
626,inews,national,media,2022,Kukang dan Teringgiling   Dilepasliarkan ke Hutan Konservasi di Bangka Tengah,kukang teringgiling lepasliar hutan konservasi bangka tengah,"['kukang', 'teringgiling', 'lepasliar', 'hutan', 'konservasi', 'bangka', 'tengah']",1
627,langgam,local,media,2022,Selama Bulan Juni   BKSDA Sumbar Terima Enam Satwa Dilindungi dari Warga,juni bksda sumbar terima enam satwa lindung warga,"['juni', 'bksda', 'sumbar', 'terima', 'enam', 'satwa', 'lindung', 'warga']",3
628,pikiran-rakyat,national,media,2022,Sepuluh Ekor Kukang Jawa Dilepasliarkan di Cagar Alam Gunung Simpang Cianjur,puluh ekor kukang jawa lepasliar cagar alam gunung simpang cianjur,"['puluh', 'ekor', 'kukang', 'jawa', 'lepasliar', 'cagar', 'alam', 'gunung', 'simpang', 'cianjur']",5
629,antarafoto,national,media,2022,PELEPASLIARAN KUKANG SUMATERA ,pelepasliaran kukang sumatera,"['pelepasliaran', 'kukang', 'sumatera']",4
630,republika,national,media,2022,Jualbelikan Kukang   Warga di Agam Ditangkap Polisi ,jualbelikan kukang warga agam tangkap polisi,"['jualbelikan', 'kukang', 'warga', 'agam', 'tangkap', 'polisi']",0
631,mongabay,national,media,2022,Menjaga Hutan Melancarkan Orang Mapur Menuju Surga,jaga hutan lancar mapur surga,"['jaga', 'hutan', 'lancar', 'mapur', 'surga']",1
632,detik,national,media,2022,Hari Monyet Sedunia   Ini      Primata Asal Indonesia,monyet dunia primata indonesia,"['monyet', 'dunia', 'primata', 'indonesia']",7
633,tirto,national,media,2022,Indonesia Butuh Strategi Khusus Hentikan Laju Kepunahan Primata,indonesia butuh strategi henti laju punah primata,"['indonesia', 'butuh', 'strategi', 'henti', 'laju', 'punah', 'primata']",7
634,goodnewsfromindonesia,national,media,2022,   Hewan Langka di Indonesia yang Wajib Dilindungi ,hewan langka indonesia wajib lindung,"['hewan', 'langka', 'indonesia', 'wajib', 'lindung']",3
635,suara,national,media,2022,Lanskap Adat   Berpotensi Menjadi Wilayah Konservasi di Pulau Bangka,lanskap adat potensi wilayah konservasi pulau bangka,"['lanskap', 'adat', 'potensi', 'wilayah', 'konservasi', 'pulau', 'bangka']",1
636,detik,national,media,2022,     Satwa dan Puspa yang Hampir Punah   Ada Surili hingga Kantong Semar,satwa puspa punah surili kantong mar,"['satwa', 'puspa', 'punah', 'surili', 'kantong', 'mar']",7
637,idntimes,national,media,2022,Kukang Terancam Karena Jaringan Listrik   PLN Isolasi Kabel,kukang ancam jaring listrik pln isolasi kabel,"['kukang', 'ancam', 'jaring', 'listrik', 'pln', 'isolasi', 'kabel']",4
638,kompas,national,media,2022,Tim Eksplorasi SCF Identifikasi        Jenis Burung dan    Primata di Pegunungan Sanggabuana  ,tim eksplorasi scf identifikasi jenis burung primata gunung sanggabuana,"['tim', 'eksplorasi', 'scf', 'identifikasi', 'jenis', 'burung', 'primata', 'gunung', 'sanggabuana']",7
639,sukabumiupdate,local,media,2022,   Hewan Endemik Pulau Jawa Ini Terancam Punah   Sebagian Bisa Ditemukan di Sukabumi ,hewan endemik pulau jawa ancam punah temu sukabumi,"['hewan', 'endemik', 'pulau', 'jawa', 'ancam', 'punah', 'temu', 'sukabumi']",7
640,insiden24,national,media,2022,Kukang Primata Lucu dan Menggemaskan Membawanya Pada Bencana Kepunahan,kukang primata lucu gemas bawa bencana punah,"['kukang', 'primata', 'lucu', 'gemas', 'bawa', 'bencana', 'punah']",7
641,idntimes,national,media,2022,   Hewan Dilindungi di Taman Nasional Ujung Kulon,hewan lindung taman nasional ujung kulon,"['hewan', 'lindung', 'taman', 'nasional', 'ujung', 'kulon']",3
642,kliktimes,national,media,2022,Ada Apa Saja di Taman Nasional Gunung Palung? ,taman nasional gunung palung,"['taman', 'nasional', 'gunung', 'palung']",1
643,antaranews,national,media,2022,Kukang jawa serahan warga Cirebon dilepas di Gunung Ciremai,kukang jawa serah warga cirebon lepas gunung ciremai,"['kukang', 'jawa', 'serah', 'warga', 'cirebon', 'lepas', 'gunung', 'ciremai']",5
644,detik,national,media,2022,Nelayan Sukabumi Temukan Kukang Liar Bergelantung di Kabel Listrik,nelayan sukabumi temu kukang liar gelantung kabel listrik,"['nelayan', 'sukabumi', 'temu', 'kukang', 'liar', 'gelantung', 'kabel', 'listrik']",6
645,voaindonesia,national,media,2022,Gipo   Kukang Liar yang Ompong Akibat Perburuan Liar,gipo kukang liar ompong akibat buru liar,"['gipo', 'kukang', 'liar', 'ompong', 'akibat', 'buru', 'liar']",6
646,kompas,national,media,2022,Hewan Apa Itu Kukang?,hewan kukang,"['hewan', 'kukang']",4
647,republika,national,media,2022,Tim Gabungan Tangkap Penjual Kukang di Agam ,tim gabung tangkap jual kukang agam,"['tim', 'gabung', 'tangkap', 'jual', 'kukang', 'agam']",2
648,republika,national,media,2022,Seekor Kukang Dikembalikan ke Habitatnya di Gunung Marapi ,ekor kukang habitat gunung marapi,"['ekor', 'kukang', 'habitat', 'gunung', 'marapi']",0
649,borneonews,local,media,2022,Warga Pundu Temukam Seekor Kukang dan Diserahkan ke BKSDA Kotim,warga pundu tukam ekor kukang serah bksda kotim,"['warga', 'pundu', 'tukam', 'ekor', 'kukang', 'serah', 'bksda', 'kotim']",0
650,kompas,national,media,2022,Bayi Kukang Diselamatkan Buruh Pabrik di Sukabumi   Dievakuasi Balai Besar KSDA Jabar,bayi kukang selamat buruh pabrik sukabumi evakuasi balai ksda jabar,"['bayi', 'kukang', 'selamat', 'buruh', 'pabrik', 'sukabumi', 'evakuasi', 'balai', 'ksda', 'jabar']",0
651,tribunnews,national,media,2022,Winaya Amati Kukang di Tengah Hutan Pinggiran Kota Garut   Rela Sendirian Malam malam hingga Menangis ,winaya kukang tengah hutan pinggir kota garut rela malam malam menang,"['winaya', 'kukang', 'tengah', 'hutan', 'pinggir', 'kota', 'garut', 'rela', 'malam', 'malam', 'menang']",4
652,mongabay,national,media,2022,Hutan Batutegi   Rumah Aman Pelepasliaran Kukang Sumatera,hutan batutegi rumah aman pelepasliaran kukang sumatera,"['hutan', 'batutegi', 'rumah', 'aman', 'pelepasliaran', 'kukang', 'sumatera']",4
653,idntimes,national,media,2022,Kukang Terancam Jaringan Listrik   Ini Solusi dari Akademisi,kukang ancam jaring listrik solusi akademisi,"['kukang', 'ancam', 'jaring', 'listrik', 'solusi', 'akademisi']",4
654,fokusjateng,local,media,2022,Sintesia Animalia Indonesia,sintesia animalia indonesia,"['sintesia', 'animalia', 'indonesia']",7
655,suara,national,media,2022,Fakta Unik Kukang   Hewan yang Bergerak Lambat,fakta unik kukang hewan gerak lambat,"['fakta', 'unik', 'kukang', 'hewan', 'gerak', 'lambat']",4
656,klikkalteng,local,media,2022,Polantas di Sampit ini temukan kukang masuk halaman rumahnya,polantas sampit temu kukang halaman rumah,"['polantas', 'sampit', 'temu', 'kukang', 'halaman', 'rumah']",4
657,tirto,national,media,2022,Lirik Lagu Anak Kukang yang Berasal dari Daerah Sulawesi Selatan,lirik lagu anak kukang daerah sulawesi selatan,"['lirik', 'lagu', 'anak', 'kukang', 'daerah', 'sulawesi', 'selatan']",4
658,idntimes,national,media,2022,Fakta Menarik Kukang   Hewan Menggemaskan yang Terancam Punah,fakta tarik kukang hewan gemas ancam punah,"['fakta', 'tarik', 'kukang', 'hewan', 'gemas', 'ancam', 'punah']",7
659,mongabay,national,media,2022,Kukang Sitaan Lepas Liar di Leuser   Perdagangan Ilegal Satwa Terus Terjadi,kukang sita lepas liar leuser dagang ilegal satwa,"['kukang', 'sita', 'lepas', 'liar', 'leuser', 'dagang', 'ilegal', 'satwa']",6
660,kbr,national,media,2022,Pelepasliaran Satwa   Mengantar Kukang Kembali ke Alam  ,pelepasliaran satwa kukang alam,"['pelepasliaran', 'satwa', 'kukang', 'alam']",6
661,lensabangkabelitung,local,media,2022,PT Timah Tbk dan ALOBI Lepasliarkan Empat Kukang di Kawasan BIO ,pt timah tbk alobi lepasliar kukang kawasan bio,"['pt', 'timah', 'tbk', 'alobi', 'lepasliar', 'kukang', 'kawasan', 'bio']",1
662,tribunnews,national,media,2022,Kukang Nyaris Tertabrak di Pinggir Jalan Arah Pangkalan Bun   Kondisi Sehat Langsung DilepasliarkanÂ  ,kukang tabrak pinggir jalan arah pangkal bun kondisi sehat lepasliar,"['kukang', 'tabrak', 'pinggir', 'jalan', 'arah', 'pangkal', 'bun', 'kondisi', 'sehat', 'lepasliar']",1
663,antaranews,national,media,2022,Pelepasliaran empat ekor kukang di Hari Primata Nasional ,pelepasliaran ekor kukang primata nasional,"['pelepasliaran', 'ekor', 'kukang', 'primata', 'nasional']",7
664,sonora,national,media,2022,Dipenuhi Kesialan dan Hidup Miskin   Segera Larung    Benda Ini ke Sungai,penuh sial hidup miskin larung benda sungai,"['penuh', 'sial', 'hidup', 'miskin', 'larung', 'benda', 'sungai']",1
665,republika,national,media,2022,Satwa Penghuni TN Gunung Ciremai Bertambah ,satwa huni tn gunung ciremai,"['satwa', 'huni', 'tn', 'gunung', 'ciremai']",3
666,antaranews,national,media,2022,Pertamina Resmikan Cafe Kopi Kang Program TJSL FT Bandung Group,pertamina resmi cafe kopi kang program tjsl ft bandung group,"['pertamina', 'resmi', 'cafe', 'kopi', 'kang', 'program', 'tjsl', 'ft', 'bandung', 'group']",1
667,berazam,national,media,2022,HEWAN (PUN) BERPUASA,hewan puasa,"['hewan', 'puasa']",1
668,theconversation,national,media,2022,Riset Orang utan bersama separuh spesies primata Indonesia akan punah pada          akibat perubahanÂ iklim,riset utan paruh spesies primata indonesia punah akibat ubah iklim,"['riset', 'utan', 'paruh', 'spesies', 'primata', 'indonesia', 'punah', 'akibat', 'ubah', 'iklim']",7
669,nusabali,local,media,2022,Pelihara Satwa Dilindungi   Divonis Sebulan dan Denda Rp  M,pelihara satwa lindung vonis denda rp,"['pelihara', 'satwa', 'lindung', 'vonis', 'denda', 'rp']",3
670,mongabay,national,media,2022,Mengkubung yang Tak Lagi Nyaman di Hutan Bangka Belitung,kubung nyaman hutan bangka belitung,"['kubung', 'nyaman', 'hutan', 'bangka', 'belitung']",1
671,sonora,national,media,2022,Ini Dia    Hewan Darat yang Ternyata Jago Berenang   Ada Gajah,hewan darat jago renang gajah,"['hewan', 'darat', 'jago', 'renang', 'gajah']",1
672,kompas,national,media,2022,Fauna di Wilayah Asia Tenggara,fauna wilayah asia tenggara,"['fauna', 'wilayah', 'asia', 'tenggara']",1
673,vice,national,media,2022,Hasil Riset Orangutan dan Separuh Spesies Primata Indonesia Terancam Punah         ,hasil riset orangutan paruh spesies primata indonesia ancam punah,"['hasil', 'riset', 'orangutan', 'paruh', 'spesies', 'primata', 'indonesia', 'ancam', 'punah']",7
674,theconversation,national,media,2022,Bagaimana mencegah gelombang kepunahan primata Indonesia pada         Â mendatang?,cegah gelombang punah primata indonesia,"['cegah', 'gelombang', 'punah', 'primata', 'indonesia']",7
675,unair,local,academic,2022,Illegal Wildlife Trade   One Health dan Urgensi Revisi UU nomor    Tahun          ,illegal wildlife trade one health urgensi revisi uu nomor tahun,"['illegal', 'wildlife', 'trade', 'one', 'health', 'urgensi', 'revisi', 'uu', 'nomor', 'tahun']",4
676,popmama,national,media,2022,   Hewan Menggemaskan yang Bisa Membunuh Manusia,hewan gemas bunuh manusia,"['hewan', 'gemas', 'bunuh', 'manusia']",1
677,kabarhandayani,national,media,2022,Bikin Minizoo Berisi Satwa Dilindungi   Pengelola Rumah Makan Ditangkap Polda DIY,bikin minizoo isi satwa lindung kelola rumah makan tangkap polda diy,"['bikin', 'minizoo', 'isi', 'satwa', 'lindung', 'kelola', 'rumah', 'makan', 'tangkap', 'polda', 'diy']",3
678,pikiran-rakyat,national,media,2022,Kukang di Cadas Pangeran   Sumedang   Mengenal Hewan Tersebut   Benarkah Diikuti Hantu ?,kukang cadas pangeran sumedang kenal hewan hantu,"['kukang', 'cadas', 'pangeran', 'sumedang', 'kenal', 'hewan', 'hantu']",4
679,goodnewsfromindonesia,national,media,2022,Tradisi Pemanfaatan Hewan sebagai Obat dalam Naskah Naskah Jawa ,tradisi manfaat hewan obat naskah naskah jawa,"['tradisi', 'manfaat', 'hewan', 'obat', 'naskah', 'naskah', 'jawa']",5
680,bisnis,national,media,2022,Jelajah BUMN          Habituasi Satwa Liar & Upaya PT Timah Tak Sekadar Tanam Pohon Buat ReklamasiÂ ,jelajah bumn habituasi satwa liar upaya pt timah tanam pohon reklamasi,"['jelajah', 'bumn', 'habituasi', 'satwa', 'liar', 'upaya', 'pt', 'timah', 'tanam', 'pohon', 'reklamasi']",6
681,okezone,national,media,2022,   Hewan di Indonesia Paling Suka Begadang   Nomor    Dikenal Sangat Licik  Okezone Travel,hewan indonesia suka begadang nomor kenal licik okezone travel,"['hewan', 'indonesia', 'suka', 'begadang', 'nomor', 'kenal', 'licik', 'okezone', 'travel']",1
682,liputan6,national,media,2022,Cerita BKSDA Tasikmalaya Selamatkan Belasan Satwa Langka dari Pedalaman ,cerita bksda tasikmalaya selamat bas satwa langka,"['cerita', 'bksda', 'tasikmalaya', 'selamat', 'bas', 'satwa', 'langka']",3
683,goodnewsfromindonesia,national,media,2022,Hari Primata Indonesia   Memahami Peran Primata di Alam dan Upaya Cegah Kepunahan ,primata indonesia paham peran primata alam upaya cegah punah,"['primata', 'indonesia', 'paham', 'peran', 'primata', 'alam', 'upaya', 'cegah', 'punah']",7
684,antaranews,national,media,2022,Sebanyak      individu orangutan berhasil dilepasliarkan ,individu orangutan hasil lepasliar,"['individu', 'orangutan', 'hasil', 'lepasliar']",1
685,antaranews,national,media,2022,Danone-Aqua jalin kerja sama pelestarian TN Gunung Halimun Salak,danoneaqua jalin lestari tn gunung halimun salak,"['danoneaqua', 'jalin', 'lestari', 'tn', 'gunung', 'halimun', 'salak']",1
686,wartalampung,local,media,2022,Selamatkan Primata Indonesia,selamat primata indonesia,"['selamat', 'primata', 'indonesia']",7
687,zonautara,national,media,2022,Mari kenali dan sayangi primata Indonesia yang unik dan endemik,mari kenal sayang primata indonesia unik endemik,"['mari', 'kenal', 'sayang', 'primata', 'indonesia', 'unik', 'endemik']",7
688,goodnewsfromindonesia,national,media,2022,Mengenal Ragam Spesies Kuskus Endemik di Alam Liar Sulawesi ,kenal ragam spesies kuskus endemik alam liar sulawesi,"['kenal', 'ragam', 'spesies', 'kuskus', 'endemik', 'alam', 'liar', 'sulawesi']",6
689,kompas,national,media,2022,Hewan Mamalia Pengertian   Ciri ciri   Klasifikasi   dan Contohnya,hewan mamalia erti ciri ciri klasifikasi contoh,"['hewan', 'mamalia', 'erti', 'ciri', 'ciri', 'klasifikasi', 'contoh']",1
690,inews,national,media,2022,   Persebaran Fauna di Indonesia Lengkap Ciri ciri dan Contohnya,sebar fauna indonesia lengkap ciri ciri contoh,"['sebar', 'fauna', 'indonesia', 'lengkap', 'ciri', 'ciri', 'contoh']",1
691,kaltengtoday,local,media,2022,BKSDA Ingatkan Warga Agar Tidak Memelihara Satwa ,bksda warga pelihara satwa,"['bksda', 'warga', 'pelihara', 'satwa']",0
692,goodnewsfromindonesia,national,media,2022,Keanekaragaman Fauna Indonesia Asiatis   Australis   dan Peralihan ,keanekaragaman fauna indonesia asiatis australis alih,"['keanekaragaman', 'fauna', 'indonesia', 'asiatis', 'australis', 'alih']",1
693,inews,national,media,2022,Sensasi Kopi Madu Musong di Pangkalpinang   Seduhan Nikmat dan Sehat,sensasi kopi madu musong pangkalpinang seduh nikmat sehat,"['sensasi', 'kopi', 'madu', 'musong', 'pangkalpinang', 'seduh', 'nikmat', 'sehat']",1
694,netralnews,national,media,2022,Yuk Berpetualang di    Objek Wisata Terpopuler Sumatera Utara  ,yuk tualang objek wisata populer sumatera utara,"['yuk', 'tualang', 'objek', 'wisata', 'populer', 'sumatera', 'utara']",1
695,mediacorp,national,media,2022,Lelaki didenda S$           simpan sugar glider   kukang Sunda terancam di pejabat,lelaki denda simpan sugar glider kukang sunda ancam jabat,"['lelaki', 'denda', 'simpan', 'sugar', 'glider', 'kukang', 'sunda', 'ancam', 'jabat']",4
696,wowbabel,local,media,2022,Kampoeng Reklamasi Air Jangkang   Wisata Eks Tambang yang Wajib Kamu Kunjungi di Akhir Pekan,kampoeng reklamasi air jangkang wisata eks tambang wajib kunjung pekan,"['kampoeng', 'reklamasi', 'air', 'jangkang', 'wisata', 'eks', 'tambang', 'wajib', 'kunjung', 'pekan']",1
697,tribunnews,national,media,2022,Mengenal    Jenis Orangutan   Termasuk dalam Hewan Langka yang Dilindungi di Indonesia,kenal jenis orangutan hewan langka lindung indonesia,"['kenal', 'jenis', 'orangutan', 'hewan', 'langka', 'lindung', 'indonesia']",3
698,bisnis,national,media,2022,Kalteng Dorong Rungan Kahayan jadi Kawasan Ekosistem Esensial,kalteng dorong rungan kahayan kawasan ekosistem esensial,"['kalteng', 'dorong', 'rungan', 'kahayan', 'kawasan', 'ekosistem', 'esensial']",1
699,tribunnews,national,media,2022,Mengenal Della Oktarina Duta Kukang Sumatera   Seorang Pramugari   Founder Saya Diet Kantong Plastik,kenal della oktarina duta kukang sumatera pramugari founder diet kantong plastik,"['kenal', 'della', 'oktarina', 'duta', 'kukang', 'sumatera', 'pramugari', 'founder', 'diet', 'kantong', 'plastik']",4
700,jatimnetwork,local,media,2022,Awas Jangan Tertipu    Hewan yang Terlihat Lucu dan Menggemaskan Tetapi Sangat Mematikan,awas tipu hewan lucu gemas mati,"['awas', 'tipu', 'hewan', 'lucu', 'gemas', 'mati']",1
701,antvklik,national,media,2022,Kebun Binatang Ragunan   Tempat Wisata Asyik nan Mendidik Murah Meriah,kebun binatang ragunan wisata asyik nan didik murah riah,"['kebun', 'binatang', 'ragunan', 'wisata', 'asyik', 'nan', 'didik', 'murah', 'riah']",1
702,kompas,national,media,2022,Ciri ciri dan Contoh Hewan Berdasarkan Makanannya,ciri ciri contoh hewan dasar makan,"['ciri', 'ciri', 'contoh', 'hewan', 'dasar', 'makan']",1
703,detik,national,media,2022,Macan Dahan Langka Tertangkap Kamera di Areal Konservasi Wilmar,macan dahan langka tangkap kamera areal konservasi wilmar,"['macan', 'dahan', 'langka', 'tangkap', 'kamera', 'areal', 'konservasi', 'wilmar']",1
704,antaranews,national,media,2022,Merawat Ujung Kulon   merawat kehidupan ,rawat ujung kulon rawat hidup,"['rawat', 'ujung', 'kulon', 'rawat', 'hidup']",1
705,suara,national,media,2022,Pengertian Hewan Mamalia   Ciri ciri Beserta Contohnya,erti hewan mamalia ciri ciri contoh,"['erti', 'hewan', 'mamalia', 'ciri', 'ciri', 'contoh']",1
706,goodnewsfromindonesia,national,media,2022,Pesona Pulau Sempu yang Penuh Keindahan Tapi Terlarang Bagi Wisatawan ,pesona pulau sempu penuh indah larang wisatawan,"['pesona', 'pulau', 'sempu', 'penuh', 'indah', 'larang', 'wisatawan']",1
707,tribunnews,national,media,2022,Pencinta Alam Hiwapatala Aceh Sukses Mendaki Puncak Hulumasen Aceh Jaya,cinta alam hiwapatala aceh sukses daki puncak hulumasen aceh jaya,"['cinta', 'alam', 'hiwapatala', 'aceh', 'sukses', 'daki', 'puncak', 'hulumasen', 'aceh', 'jaya']",6
708,bandungbergerak,local,media,2022,Rencana Pembangunan Jalan Tol Soreang Ciwidey Pangalengan Mengancam Cekungan Bandung ,rencana bangun jalan tol soreang ciwidey pangalengan ancam cekung bandung,"['rencana', 'bangun', 'jalan', 'tol', 'soreang', 'ciwidey', 'pangalengan', 'ancam', 'cekung', 'bandung']",1
709,kompas,national,media,2022,Fosil Daun Mengungkapkan Ekosistem Kalimantan    Juta Tahun Lalu,fosil daun ekosistem kalimantan juta tahun,"['fosil', 'daun', 'ekosistem', 'kalimantan', 'juta', 'tahun']",4
710,infopublik,national,media,2022,Lantik Pengurus PORBBI Agam   Bupati Minta Warga Ikut Lestarikan Alam,lantik urus porbbi agam bupati warga lestari alam,"['lantik', 'urus', 'porbbi', 'agam', 'bupati', 'warga', 'lestari', 'alam']",6
711,tirto,national,media,2022,persebaran flora dan fauna di indonesia faktor jenis jenisnya,sebar flora fauna indonesia faktor jenis jenis,"['sebar', 'flora', 'fauna', 'indonesia', 'faktor', 'jenis', 'jenis']",1
712,detik,national,media,2022,Hunting Foto ke Puncak Sempur Motret Burung Pemangsa,hunting foto puncak sempur motret burung mangsa,"['hunting', 'foto', 'puncak', 'sempur', 'motret', 'burung', 'mangsa']",1
713,jejakrekam,national,media,2022,Ramuan Nenek Moyang   Aneka Minyak Dayak Maanyan Dipercaya Berkhasiat,ramu nenek moyang aneka minyak dayak maanyan percaya khasiat,"['ramu', 'nenek', 'moyang', 'aneka', 'minyak', 'dayak', 'maanyan', 'percaya', 'khasiat']",1
714,fokusjabar,local,media,2022,Ekosistem Kawasan Gunung Sawal Ciamis Perlu Dilestarikan ,ekosistem kawasan gunung sawal ciamis lestari,"['ekosistem', 'kawasan', 'gunung', 'sawal', 'ciamis', 'lestari']",1
715,pikiran-rakyat,national,media,2022,inilah    pelet ampuh dari kulit hewan yang bisa anda gunakan dijamin lawan jenis bertekuk lutut,pelet ampuh kulit hewan jamin lawan jenis tekuk lutut,"['pelet', 'ampuh', 'kulit', 'hewan', 'jamin', 'lawan', 'jenis', 'tekuk', 'lutut']",1
716,bogordaily,local,media,2022,Desa Wisata Malasari Info Lengkap Lokasi dan Harga Tiket,desa wisata malasari info lengkap lokasi harga tiket,"['desa', 'wisata', 'malasari', 'info', 'lengkap', 'lokasi', 'harga', 'tiket']",1
717,rekoforest,national,media,2022,Apa Bedanya Kukang dan Kungkang?,beda kukang kungkang,"['beda', 'kukang', 'kungkang']",4
718,gramedia,national,media,2022,Mengenal Hewan Kukang yang Terlihat Lucu tapi Gigitannya Berbisa,kenal hewan kukang lucu gigit,"['kenal', 'hewan', 'kukang', 'lucu', 'gigit']",4
719,menlhk,national,government,2022,bksda sumsel evakuasi satwa dilindungi jenis kukang,bksda sumsel evakuasi satwa lindung jenis kukang,"['bksda', 'sumsel', 'evakuasi', 'satwa', 'lindung', 'jenis', 'kukang']",3
720,kukangku,national,community,2022,Jenis Jenis Kukang di Dunia      Jenisnya Hidup di Indonesia,jenis jenis kukang dunia jenis hidup indonesia,"['jenis', 'jenis', 'kukang', 'dunia', 'jenis', 'hidup', 'indonesia']",1
721,ugm,local,academic,2022,Masih Mengira Kukang Banyak Makan Buah? ,ira kukang makan buah,"['ira', 'kukang', 'makan', 'buah']",1
722,sman1pulaumalan,local,media,2022,Kukang primata lamban yang berbisa,kukang primata lamban,"['kukang', 'primata', 'lamban']",7
723,kukangku,national,community,2022,Pelihara Hewan Kukang itu Gak Keren   Berikut Alasannya ,pelihara hewan kukang gak keren alas,"['pelihara', 'hewan', 'kukang', 'gak', 'keren', 'alas']",4
724,menlhk,national,government,2022,Kukang Jawa Hasil Temuan Masyarakat Dilepasliarkan ,kukang jawa hasil temu masyarakat lepasliar,"['kukang', 'jawa', 'hasil', 'temu', 'masyarakat', 'lepasliar']",5
725,kukangku,national,community,2022,Kukang Dalam Kearifan Lokal Masyarakat Sunda ,kukang arif lokal masyarakat sunda,"['kukang', 'arif', 'lokal', 'masyarakat', 'sunda']",4
726,menlhk,national,government,2022,Memperjualbelikan Kukang di Agam   Pria      Tahun Ditangkap Tim Gabungan ,memperjualbelikan kukang agam pria tahun tangkap tim gabung,"['memperjualbelikan', 'kukang', 'agam', 'pria', 'tahun', 'tangkap', 'tim', 'gabung']",4
727,menlhk,national,government,2022,BKSDA Sumbar Lepasliarkan Empat Ekor Kukang Di Cagar Alam Maninjau ,bksda sumbar lepasliar ekor kukang cagar alam maninjau,"['bksda', 'sumbar', 'lepasliar', 'ekor', 'kukang', 'cagar', 'alam', 'maninjau']",0
728,kukangku,national,community,2022,Berpelukan di Udara   Uniknya Cara Kawin Kukang ,peluk udara unik kawin kukang,"['peluk', 'udara', 'unik', 'kawin', 'kukang']",4
729,menlhk,national,government,2022,bksda sumbar lepasliarkan empat ekor kukang di cagar alam maninjau,bksda sumbar lepasliar ekor kukang cagar alam maninjau,"['bksda', 'sumbar', 'lepasliar', 'ekor', 'kukang', 'cagar', 'alam', 'maninjau']",0
730,internationalanimalrescue,national,community,2022,Perjalanan Enam Kukang Sumatera Menuju Hutan Batutegi Lampung ,jalan enam kukang sumatera hutan batutegi lampung,"['jalan', 'enam', 'kukang', 'sumatera', 'hutan', 'batutegi', 'lampung']",4
731,internationalanimalrescue,national,community,2022,Kisah Si Primata Malam Kukang Sepanjang          ,kisah si primata malam kukang,"['kisah', 'si', 'primata', 'malam', 'kukang']",7
732,kompas,national,media,2022,   Kukang Endemik Dilepasliarkan di Bangka ,kukang endemik lepasliar bangka,"['kukang', 'endemik', 'lepasliar', 'bangka']",1
733,menlhk,national,government,2022,Balai KSDA Sumsel Evakuasi Satwa Dilindungi  Jenis Kukang ,balai ksda sumsel evakuasi satwa lindung jenis kukang,"['balai', 'ksda', 'sumsel', 'evakuasi', 'satwa', 'lindung', 'jenis', 'kukang']",3
734,kompas,national,media,2022,Temukan Bayi Kukang Tergeletak   Warga Langsung Serahkan Hewan Dilindungi Ini ke BKSDA ,temu bayi kukang geletak warga serah hewan lindung bksda,"['temu', 'bayi', 'kukang', 'geletak', 'warga', 'serah', 'hewan', 'lindung', 'bksda']",0
735,picgarut,local,media,2022,kukang hewan dilindungi yang berhasil dievakuasi disdamkar garut,kukang hewan lindung hasil evakuasi disdamkar garut,"['kukang', 'hewan', 'lindung', 'hasil', 'evakuasi', 'disdamkar', 'garut']",3
